ID,Pousada,Email,WhatsApp,Qtd_Quartos,Cidade,UF,Latitude,Longitude,Tier,Funnel,Score_Combinado,Score_Qualificacao,Score_Validacao,Buying_Behavior,Dor_Principal,Local_Praia,Valores_Estimados,Comportamento_Compra,Sinais_Intencao,Redes_Sociais,Validacao,Fonte_Arquivo
8759,Pousada Areia do Atlântico Palace_8,contato@areiadoatlantico8.com.br,557335731007,20,Cumuruxatiba,BA,,,PRO,WARM,91,85,100,Tradicional,desconhecida,Cumuruxatiba,R$ 550 - R$ 1300,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/areiadoatlantico8,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8760,Pousada Farol de Alcobaça Palace_13,reservas@faroldealcobaca13.com.br,557332931112,15,Alcobaça,BA,,,PRO,WARM,91,85,100,Tradicional,desconhecida,Beira-mar,R$ 450 - R$ 1000,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/faroldealcobaca13,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8761,Pousada Bahia Itacaré Palace,reservas@pousadabahiaitacare.com.br,557332512111,18,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,91,86,100,Tradicional,desconhecida,Vila,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadabahia,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8762,Pousada Coqueiro Itacaré Palace,reservas@pousadacoqueiro.com.br,557332512555,20,Itacaré,BA,-14.2844,-38.9639,PRO,WARM,91,86,100,Tradicional,desconhecida,Vila,R$ 350 - R$ 800,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadacoqueiro,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8763,Pousada Viva Guaratuba,reservas@pousadavivaguaratuba.com,(41) 99111-2043,16,Guaratuba,PR,-25.885844,-48.570775,PRO,WARM,90,86,99,Tradicional,desconhecida,,R$ 200 - R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente PR,PLANILHA_LITORAL_PARANA.xlsx
8764,Pousada das Meninas,contato@pousadasilhadomel.com.br,(41) 99229-5356,12,Ilha do Mel,PR,-25.532725,-48.332074,PRO,WARM,90,86,99,Tradicional,desconhecida,,R$ 200 - R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente PR,PLANILHA_LITORAL_PARANA.xlsx
8765,Pousada Peruíbe Praia,contato@pousadaperuibepraia.com.br,(13) 99706-8029,21,Peruíbe,SP,-24.316441,-46.990106,PRO,WARM,90,86,98,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8766,Arco-Íris Pousada,contato@arcoirisclubepousada.com.br,(13) 3842-4178,17,Ilha Comprida,SP,-24.73943,-47.546421,PRO,WARM,90,89,94,Tradicional,operacional,,R$ 250 - R$ 600,Analítico e focado em ROI.,Interesse em automação de reservas.,,Validado via Secretaria-IA,PLANILHA_LITORAL_SUL_SP.xlsx
8767,Pousada de Alcobaça,contato@pousadadealcobaca.com.br,557332931122,18,Alcobaça,BA,,,PRO,WARM,90,84,100,Tradicional,desconhecida,Beira-Mar,R$ 300 - R$ 650,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/pousadaalcobaca,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8768,Pousada Mucuri Elite,reservas@mucurielite.com.br,557332061133,12,Mucuri,BA,,,PRO,WARM,90,84,100,Tradicional,desconhecida,Centro,R$ 400 - R$ 900,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/mucurielite,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8769,Hotel Barra de Canavieiras,reservas@barradecanavieiras.com.br,557332841122,30,Canavieiras,BA,-15.6069,-38.9569,PRO,WARM,90,84,100,Tradicional,desconhecida,Centro,R$ 300 - R$ 750,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/hotelbarracanavieiras,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8770,Pousada Brisa Marinha Guaibim,reservas@brisamarinha.com.br,557534836677,12,Valença,BA,-13.3669,-39.0769,PRO,WARM,90,84,100,Tradicional,desconhecida,Guaibim,R$ 300 - R$ 750,Perfil Regional consolidado.,Potencial RM identificado.,instagram.com/brisamarinha,Base Histórica Bahia,POUSADAS_NORDESTE_BR.xlsx
8771,Pousada e Marina Mares do Sul,contato@marinamaresdosul.com.br,(41) 99286-8808,8,Pontal do Paraná,PR,-25.679232,-48.449632,PRO,WARM,89,85,96,Tradicional,desconhecida,,R$ 200 - R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente PR,PLANILHA_LITORAL_PARANA.xlsx
8772,Pousada Pontal do Sul,contato@pousadapontaldosul.com,(41) 99989-9273,16,Pontal do Paraná,PR,-25.685471,-48.447615,PRO,WARM,89,86,97,Tradicional,desconhecida,,R$ 200 - R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente PR,PLANILHA_LITORAL_PARANA.xlsx
8773,Village Praia do Rosa,atendimento@villagerosa.com,(48) 99601-7788,,Imbituba,SC,-28.238769,-48.669239,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 1.099,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8774,Pousada Kauai,pousadakauai@gmail.com,(48) 99841-0121,,Imbituba,SC,-28.243445,-48.670821,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 171,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8775,Pousada Hanalie,hanaliepousada@gmail.com,(48) 2108-1186,,Imbituba,SC,-28.237304,-48.674929,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 159,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8776,Hotel Praia do Rosa,contato@hotelpraiadorosa.com.br,(48) 99119-3330,,Imbituba,SC,-28.24322,-48.673446,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 179,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8777,Pousada Pedra Grande,reservas@pousadapedragrande.com.br,(48) 99169-9199,,Imbituba,SC,-28.244706,-48.668179,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8778,Pousada Vida Sol e Mar EcoResort,contato@vidasolemar.com.br,(48) 99981-0592,,Imbituba,SC,-28.238669,-48.666406,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 567,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8779,Pousada Areias do Rosa,reservas@pousadaareiasdorosa.com.br,(48) 3355-7267,,Imbituba,SC,-28.241395,-48.669267,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 198,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8780,Pousada Solar dos Lírios,contato@pousadasolardoslirios.com.br,(48) 98484-2441,13,Imbituba,SC,-28.235799,-48.671499,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 216,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8781,Casa dos Ventos,casadosventos.sc@gmail.com,(48) 99124-2925,2,Imbituba,SC,-28.236135,-48.668391,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 475,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8782,Rosa da Praia Pousada,rosadapraia@gmail.com,(48) 99115-0412,9,Imbituba,SC,-28.239451,-48.670086,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 180,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8783,Morada Amazona,amazona.praiadorosa@gmail.com,(48) 99188-4442,,Imbituba,SC,-28.241957,-48.672184,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 175,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8784,Pueblo Rosa Norte,pueblorosanorte@gmail.com,(48) 99104-5858,,Imbituba,SC,-28.243308,-48.66833,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 310,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8785,Pousada Santa Mônica,santamonicahospedaria@gmail.com,(48) 99649-4373,,Imbituba,SC,-28.235176,-48.668616,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 525,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8786,Bangalô House,bangalohouse@gmail.com,(48) 99192-8400,,Imbituba,SC,-28.239097,-48.669345,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 558,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8787,Pousada Rosa Sul,reservas@rosasul.com.br,(48) 98862-1957,,Imbituba,SC,-28.243641,-48.667216,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 450,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8788,Pousada Descanso do Rei,atendimento@descansodorei.com.br,(48) 99864-1316,,Imbituba,SC,-28.240944,-48.670775,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 800,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8789,Pousada Rosa Bonita,pousada.rosabonita@hotmail.com,(51) 99324-5515,,Imbituba,SC,-28.240777,-48.673676,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 837,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8790,Pousada Villa Buena Vista,contato@villabuenavista.com.br,(48) 99126-2244,,Imbituba,SC,-28.243546,-48.6743,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 618,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8791,Fazenda do Rosa,reservas@fazendadorosa.com.br,(48) 99635-4389,,Imbituba,SC,-28.240291,-48.673981,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 1.081,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8792,Pousada Caminho do Rei,contato@caminhodorei.com.br,(48) 99912-1662,,Imbituba,SC,-28.240655,-48.672003,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 1.500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8793,Pousada Recanto Zen,pousadarecantozen@gmail.com,(48) 98414-5338,,Imbituba,SC,-28.24164,-48.671608,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 402,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8794,Pousada Refúgio do Rosa,contato@refugiodorosa.com.br,(48) 99205-0270,,Imbituba,SC,-28.242779,-48.67376,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 450,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8795,Pousada Bungalow,praiadorosa@bungalow.com.br,(48) 99107-4662,,Imbituba,SC,-28.235185,-48.66606,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8796,ElCa Morada do Sonho,elcapraiadorosa@gmail.com,(48) 98416-0188,,Imbituba,SC,-28.237203,-48.672133,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8797,Paikea Hostel,paikeahostel@gmail.com,(48) 99970-1877,,Imbituba,SC,-28.241236,-48.666418,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 150,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8798,Pousada Sol e Sal,solesalpousada@gmail.com,(48) 99954-9449,,Imbituba,SC,-28.240943,-48.666614,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8799,Pousada Flor de Lótus,infoflordelotus@gmail.com,(48) 99650-7154,,Imbituba,SC,-28.236066,-48.666548,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 159,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8800,Pousada La Creacion,lacreacionpousada@gmail.com,(48) 99675-8410,,Imbituba,SC,-28.239353,-48.674853,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 280,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8801,Pousada Uluwatu,contato@uluwatu.com.br,(48) 99206-6200,,Imbituba,SC,-28.242766,-48.665996,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8802,Java Bangalôs,contato@javabangalos.com.br,(51) 99334-8525,,Imbituba,SC,-28.242836,-48.672961,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 400,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8803,Jardins do Rosa,reservas@bangalohouse.com.br,(47) 99673-9711,,Imbituba,SC,-28.237288,-48.665343,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8804,Pousada Rosa e Poesia,pousadarosaepoesia@gmail.com,(51) 99402-5367,,Imbituba,SC,-28.236657,-48.666779,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8805,Pousada Rêmora,reservas@pousadaremora.com.br,(48) 99912-9667,,Imbituba,SC,-28.238856,-48.671592,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 900,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8806,Morada da Praia do Rosa,reservas@moradadapraiadorosa.com.br,(48) 98813-6642,,Imbituba,SC,-28.237258,-48.666486,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 720,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8807,Pousada Elementais do Rosa,contato@elementaisdorosa.com.br,(48) 98828-5497,,Imbituba,SC,-28.242535,-48.669258,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 318,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8808,Pousada Porto dos Casais,reservas@portodoscasais.com.br,(48) 99212-8576,,Imbituba,SC,-28.242937,-48.671906,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 223,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8809,Pousada Lagoa do Rosa,contato@pousadalagoadorosa.com.br,(21) 99192-0250,,Imbituba,SC,-28.241514,-48.670471,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 184,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8810,Pousada Villa Agrifoglio,reservas@villagrifoglio.com.br,(48) 99141-8608,,Imbituba,SC,-28.240914,-48.67218,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 369,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8811,Pousada Carpe Diem,contato@carpediempousada.com.br,(48) 99632-1542,,Imbituba,SC,-28.241777,-48.666909,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 574,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8812,Pousada Vila Rosa,contato@pousadavilarosa.com.br,(48) 99616-5555,,Imbituba,SC,-28.235638,-48.671442,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 258,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8813,Pousada Maram,marambeachgarden@gmail.com,(48) 99900-1122,,Imbituba,SC,-28.239585,-48.666107,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 275,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8814,Pousada Vale da Magia,valedamagiaoficial@gmail.com,(48) 99600-5544,,Imbituba,SC,-28.236525,-48.666146,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 500,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8815,Pousada Gênesis,pousadagenesisrosasc@gmail.com,(48) 99200-1052,,Imbituba,SC,-28.23666,-48.67079,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 239,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8816,Pousada Villa Rose,pousadavillarose@gmail.com,(48) 99110-9000,10,Imbituba,SC,-28.237598,-48.671742,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8817,Pousada Natribu's,pousada@natribus.com.br,(48) 99143-5442,27,Imbituba,SC,-28.235292,-48.671941,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 318,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8818,Pousada Capitão Cook,capitao.fw@gmail.com,(48) 98829-1322,10,Imbituba,SC,-28.240134,-48.671818,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 279,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8819,Pousada Encantos do Rosa,reservas@encantosdorosa.com.br,(48) 99174-4206,9,Imbituba,SC,-28.240183,-48.668352,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8820,Pousada Chales da Barra,chalesdabarra@terra.com.br,(48) 3355-0138,8,Imbituba,SC,-28.238063,-48.673135,PRO,WARM,89,88,94,Tradicional,desconhecida,Barra de Ibiraquera,R$ 250,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8821,Pousada Rosa Paradise,info@pousadarosaparadise.com.br,(48) 99207-9646,12,Imbituba,SC,-28.240121,-48.665045,PRO,WARM,89,88,94,Tradicional,desconhecida,Ibiraquera,R$ 288,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8822,Pousada Amorada do Rosa,contato@amoradadorosa.com.br,(48) 99141-1188,10,Imbituba,SC,-28.240249,-48.665186,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8823,Pousada Vistacalma,pousadavistacalma@gmail.com,(48) 99108-4128,6,Imbituba,SC,-28.243933,-48.667653,PRO,WARM,89,88,94,Tradicional,desconhecida,Ibiraquera,R$ 220,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8824,Morada das Estrelas,moradasdovalepraiadorosa@gmail.com,(48) 99627-9779,8,Imbituba,SC,-28.241895,-48.673998,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8825,Pousada do Vento Tranquilo,contato@pousadadoventotranquilo.com.br,(48) 99952-5912,12,Imbituba,SC,-28.238434,-48.669103,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8826,Pousada Ilha do Batuta,contato@pousadailhadobatuta.com.br,(48) 3355-0663,15,Imbituba,SC,-28.238697,-48.672977,PRO,WARM,89,88,94,Tradicional,desconhecida,Barra de Ibiraquera,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8827,Pousada La Encantada,laencantadapousada@gmail.com,(48) 99127-1490,10,Imbituba,SC,-28.238274,-48.669391,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 400,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8828,Pousada Paraiso da Lagoa,paraisodalagoa@gmail.com,(48) 99114-2252,8,Imbituba,SC,-28.241554,-48.673924,PRO,WARM,89,88,94,Tradicional,desconhecida,Barra de Ibiraquera,R$ 250,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8829,Morada Om Shanti,morada_om_shanti@hotmail.com,(51) 99982-6632,6,Imbituba,SC,-28.242735,-48.669639,PRO,WARM,89,88,94,Tradicional,desconhecida,Praia do Rosa,R$ 200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8830,Pousada Dona Francisca,contato@residencialdonafrancisca.com.br,(48) 99601-1286,10,Florianópolis,SC,-27.595762,-48.545846,PRO,WARM,89,88,94,Tradicional,desconhecida,Itacorubi,R$ 230,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8831,Pousada Ilha do Campeche,contato@pousadailhadocampeche.com.br,(48) 98880-7981,15,Florianópolis,SC,-27.592326,-48.544455,PRO,WARM,89,88,94,Tradicional,desconhecida,Campeche,R$ 470,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8832,Flat Bell Mare,reserva@bellmare.com.br,(48) 99621-8738,20,Florianópolis,SC,-27.590112,-48.544085,PRO,WARM,89,88,94,Tradicional,desconhecida,Ingleses,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8833,Pousada Magia Beach,magiabeachpousada@gmail.com,(48) 98804-9893,12,Florianópolis,SC,-27.594651,-48.548078,PRO,WARM,89,88,94,Tradicional,desconhecida,Canasvieiras,R$ 200,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8834,Nova Pousada dos Chas Hotel Boutique,contato@pousadadoschas.com.br,(48) 3282-1266,20,Florianópolis,SC,-27.598994,-48.551855,PRO,WARM,89,88,94,Tradicional,desconhecida,Jurerê,R$ 700,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8835,Pousada Barcelos,pousadabarcelos@hotmail.com,(48) 98497-4734,10,Florianópolis,SC,-27.597015,-48.55002,PRO,WARM,89,88,94,Tradicional,desconhecida,Lagoa da Conceição,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8836,Pousada Beiradomar,contato@beiradomarrosa.com.br,(48) 3232-1234,15,Florianópolis,SC,-27.597548,-48.543776,PRO,WARM,89,88,94,Tradicional,desconhecida,Barra da Lagoa,R$ 250,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8837,Lopes Residence Pousada,lopesresidence@gmail.com,(48) 99114-1188,10,Florianópolis,SC,-27.598112,-48.543547,PRO,WARM,89,88,94,Tradicional,desconhecida,Ingleses,R$ 350,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8838,Pousada da Lagoinha,pousadalagoinha@gmail.com,(48) 3284-2104,20,Florianópolis,SC,-27.595422,-48.549069,PRO,WARM,89,88,94,Tradicional,desconhecida,Lagoinha,R$ 400,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
8839,Pousada dos Golfinhos Reserve Cacupe,contato@pousadadosgolfinhos.com,(48) 3266-1359,25,Florianópolis,SC,-27.597578,-48.546293,PRO,WARM,89,88,94,Tradicional,desconhecida,Canasvieiras,R$ 300,Perfil regional mapeado.,Potencial RM médio.,,Base Existente,PLANILHA_LITORAL_SC.xlsx
